Type, Id, Timestamp, Message
POST,1,2015-01-08 17:44:14,"สำหรับเวลานี้ ราตรีสวัสดิ์จ้า 😄😴"
POST,2,2015-01-12 22:56:27,"ใครพลาดดู #เพลิงบุญ ตอนล่าสุด กดชมย้อนหลัง ep.9 กันได้แล้วจ้า....  http://bit.ly/2vMEfaW"
COMMENT,2,2015-01-12 22:56:27,"ทำไม่ตอนนี้ upload นานจัง"
COMMENT,2,2015-01-12 22:56:27,"มี1แล้ว9เลย รอนานมาก"
COMMENT,2,2015-01-12 22:56:27,"เกลียดไอ้ฤกษ์ มันจะต้องได้รับกรรมอย่างสาสม อิใจเริงด้วย อิงูพิษ เลี้ยงไม่เชื่อง  อินจัดดดด"
COMMENT,2,2015-01-12 22:56:27,"พิมพ์ เห็นไหม ผัวตอกกลับ ว่าถ้าเทอ ขอร้อง เค้าก้อจะรับ"
COMMENT,2,2015-01-12 22:56:27,"รอนาน"
COMMENT,2,2015-01-12 22:56:27,"รอนานมาก"
POST,3,2015-01-08 22:19:41,"📣 Journey The Series แก๊งเฟี้ยวเที่ยวทั่วไทย คืนนี้ 3 พิธีกร พาไปชมสีสันของจังหวัดตราด จะสนุกสนานแค่ไหนติดตามได้ในเวลา 23:20 น. ทางช่อง 33  📲 ไม่สะดวกรับชมผ่านทีวี สามารถดูออนไลน์ได้ที่ http://bit.ly/ch33Live 📲 หรืออีกหนึ่งช่องทางผ่าน Application 3Live ใครยังไม่มีติดมือถือไว้กดดาวน์โหลดง่ายๆ ได้ที่ http://bit.ly/3LIVEapp  #JourneyTheSeries #แก๊งเฟี้ยวเที่ยวทั่วไทย #ช่อง33 #Ch3Thailand"
COMMENT,3,2015-01-08 22:19:41,"💘💘💘"
POST,4,2015-01-08 14:49:01,"“หมากล้อม”เกมโบราณพันปีแห่งจักรวรรดิจีน  http://www.ch3thailand.com/news/scoop/9024  ติดตาม ลิ่วซ่านเหมิน สำนักพิทักษ์คุณธรรมทุกวันอังคาร-พฤหัสบดี เวลา 21.00 น. ทาง #ช่อง28"
POST,5,2015-01-09 02:16:11,"ช่อง 3 เอาใจคอบอล ถ่ายทอดสดฟุตบอลโลก 2018 รอบคัดเลือกโซนยุโรป ให้ชมเต็มอิ่ม มีคู่ไหนเวลาใดบ้าง Save เก็บไว้เลย  #ฟุตบอลโลก2018 #WorldCup2018 #WorldCupQualifiers #Ch3Thailand #ช่อง3"
POST,6,2015-01-11 03:24:21,"🔥#เพลิงบุญ มาแล้ว!!! กดเลย #ช่อง33  📱ส่วนใครที่กำลังเดินทาง หรือไม่สะดวกดูทางทีวี สามารถดูสดออนไลน์ได้ทางเว็บนี้ >> http://bit.ly/ch33Live หรืออีกหนึ่งช่องทางผ่านแอพ 3Live ถ้ายังไม่มีดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  💕ปล. แอดมินใช้แอพ 3Live ดูอยู่เหมือนกันจ้า😊😊😊  #Ch3Thailand"
COMMENT,6,2015-01-11 03:24:21,"ปกติพอพักเบรกก็ลงยูทูปได้เลยไม่ใช่หรอคะ ทำไมถึงเปลี่ยนไปลงเที่ยงคืน คือมันเสียเวลาอ่ะค่ะ มันมีผลดียังไงคะ"
COMMENT,6,2015-01-11 03:24:21,"จะลงยูทูปตอนไหนค่ะ"
COMMENT,6,2015-01-11 03:24:21,"สดไม่มี รมเสีย"
COMMENT,6,2015-01-11 03:24:21,"เลวทั้งใจเริงและฤกษ์"
COMMENT,6,2015-01-11 03:24:21,"เกียดผู้ชาย"
COMMENT,6,2015-01-11 03:24:21,"ผัวระยำสุด ถ้าไม่กลับไปยุ่งกะใจเริงซะอย่างใจเริงก็ทำไรไม่ได้"
COMMENT,6,2015-01-11 03:24:21,"ทำไมลง ยูทูปช้าจังค่ะ"
COMMENT,6,2015-01-11 03:24:21,"พี่ฤกษ์  😡😡"
COMMENT,6,2015-01-11 03:24:21,"ชั้นจะข่วนหน้าเธอ ใจเริง!! 😂😂"
COMMENT,6,2015-01-11 03:24:21,"💘💘💘"
COMMENT,6,2015-01-11 03:24:21,"ตอบคำถามประจำสัปดาห์ช่องทางไหนคะ"
COMMENT,6,2015-01-11 03:24:21,"ติบคำถามช่งทางไหน"
COMMENT,6,2015-01-11 03:24:21,"Araya Klinsrisuk"
POST,7,2015-01-10 04:22:54,"ถ่านไฟเก่า ที่ยังไม่มอดสนิท มันก็จะปะทุง่ายหน่อยๆ   http://www.ch3thailand.com/news/scoop/9035  คืนนี้เรื่องราวจะเข้มข้นขึ้นไปอีก ติดตาม เพลิงบุญ คืนนี้ เวลา 20.20 น. ทาง #ช่อง33"
COMMENT,7,2015-01-10 04:22:54,"ดูในไหนได้บ้างค่ะบอกหน่อยค่ะนอกจากโทรทัด"
COMMENT,7,2015-01-10 04:22:54,"สดไม่มีรมเสีย"
COMMENT,7,2015-01-10 04:22:54,"ดูกี่ตอนๆ ห้องนอนพิมนี่ประตูไม่เคยปิด คนนู้นเข้าคนนี้ออก แยกไม่ออกนั่นห้องนอนหรือห้องนั่งเล่น นี่แหละน้อละครไทย"
COMMENT,7,2015-01-10 04:22:54,"อีใจเริงสงสัยอยากได้เปลือกทุเรียน"
COMMENT,7,2015-01-10 04:22:54,"ฤกษ์เลวพอกลับใจเริงสันดานไม่ดีพอกัน"
COMMENT,7,2015-01-10 04:22:54,""
COMMENT,7,2015-01-10 04:22:54,"คุณเจนนี่เล่นดีมากๆ"
COMMENT,7,2015-01-10 04:22:54,"ใจเริงสะตอเยอะมาก"
COMMENT,7,2015-01-10 04:22:54,"สนุกมากๆ"
COMMENT,7,2015-01-10 04:22:54,"ใจเริงมันเลว"
POST,8,2015-01-10 22:28:14,"นายฤกษ์ คงมีความสุขมากสินะ #เพลิงบุญ #ช่อง33"
COMMENT,8,2015-01-10 22:28:14,"ดูไปแล้วรู้สึกเครียด ผู้หญิงร้ายผู้ชายอ่อน ผู้หญิงอีกคนก็อ่อน ดูแล้วมันเขี้ยวจัง คนดูอายุมากแล้วคงไม่เหมาะกับละครเรื่องนี้555"
COMMENT,8,2015-01-10 22:28:14,"ถ้าท่างดูมีความสุข...น่ะตาฤกษ"
POST,9,2015-01-10 22:13:41,"ร้ายเหลือเกิน ใจเริง คนบาป2017 #เพลิงบุญ #ช่อง33"
COMMENT,9,2015-01-10 22:13:41,"Jut karn mun br hery J'Jiep Latsamy"
COMMENT,9,2015-01-10 22:13:41,"🌼🌼🌼🌼🌼🌼"
COMMENT,9,2015-01-10 22:13:41,"55555"
COMMENT,9,2015-01-10 22:13:41,"😡😡😡😡😡😡😡😡"
POST,10,2015-01-10 21:55:21,"ไม่ต้องมาทำหน้าอย่างนี้นะพิม กำลังเปิด #ช่อง33 รอดู #เพลิงบุญ อยู่แล้ว"
COMMENT,10,2015-01-10 21:55:21,""
COMMENT,10,2015-01-10 21:55:21,"รอหน้าจอแล้วค่ะ"
COMMENT,10,2015-01-10 21:55:21,""
POST,11,2015-01-10 21:41:17,"ความรู้สึกของ  “ป้อง” ณวัฒน์ เมื่อได้ประกบคู่กับ 2 นางเอก 2 สไตล์ อย่าง “เจนี่ เทียนโพธิ์สุวรรณ์” และ “เบลล่า ราณี” ในละครเรื่อง #เพลิงบุญ สามารถติดตามชม MV #ขอโทษ ได้ที่ https://youtu.be/8n_BjQgefc4  #ChandelierMusic #เพลงประกอบละครช่อง3 #Ch3ThailandMusic"
POST,12,2015-01-08 15:04:18,"‘มิ้นต์ ชลิดา’นำทีมเปิดวิกลิเกในละคร‘รักหลงโรง’  http://www.ch3thailand.com/news/scoop/9025  ติดตามชมละครเรื่อง รักหลงโรง ทุกวันศุกร์ เวลา 20.00 น.และเสาร์ – อาทิตย์ เวลา 20.15 น. ทาง #ช่อง33 ศุกร์ที่ 1 กันยายนนี้ ตอนแรกนะคะ"
POST,13,2015-01-08 18:45:08,"“ซงเกาจง”ฮ่องเต้เจ้าสมุทร ชื่อนี้มีที่มาอย่างไร มาดูกันค่ะ  http://www.ch3thailand.com/news/scoop/9027  ติดตาม งักฮุย แม่ทัพพิทักษ์แผ่นดิน ทุกวันจันทร์-พฤหัสบดี เวลา 20.30 น.และศุกร์ เวลา 20.45 น. ทาง #ช่อง13"
POST,14,2015-01-10 00:05:31,"เตรียมตัวเชียร์กันอีกครั้ง 20 ก.ย.นี้ สดทางช่อง 3 🎉🏐🇹🇭️  #Ch3Thailand #ช่อง3"
COMMENT,14,2015-01-10 00:05:31,"พร้อมค่ะ"
POST,15,2015-01-09 15:55:14,"ตารางการถ่ายทอดสด การแข่งขันฟุตบอลโลก 2018 รอบคัดเลือก โซนยุโรป ในวันที่ 31 สิงหาคม - 2 กันยายน 2560 ทางช่อง 33 , 28 , 13 #ch3thailand"
COMMENT,15,2015-01-09 15:55:14,"ขอบคุณค่ะ"
COMMENT,15,2015-01-09 15:55:14,""
POST,16,2015-01-08 14:35:28,"“ชุดกาบคำ”สัญลักษ์ที่มากกว่า“ชุดแต่งงาน”ของชนชั้นสูง  http://www.ch3thailand.com/news/scoop/9023  เตรียมพบกับ “รากนครา”ละครฟอร์มยักษ์ สะท้อนวัฒนธรรมและความคิดทรงคุณค่าทางประวัติศาสตร์ ทุกวันจันทร์ – อังคาร เวลา 20.20 น.ทาง #ช่อง33 เริ่มตอนแรก วันที่ 5 กันยายนนี้"
COMMENT,16,2015-01-08 14:35:28,"ละครอิงประวัติศาสตร์สร้างจากเรื่องจริง แต้ว แสดงเป็นอั้ม...แล้วใครแสดงเป็น นุ่น"
COMMENT,16,2015-01-08 14:35:28,""
COMMENT,16,2015-01-08 14:35:28,"ละเอียดละออมากจริงๆค่ายนี้"
COMMENT,16,2015-01-08 14:35:28,"ชุดสวยอลังมากค่ะ"
POST,17,2015-01-09 15:22:18,"ศุกร์นี้พบกับ Facebook LIVE พูดคุยกับ "ปลั๊ก ภุมเรศ" กูรูวอลเลย์บอล พร้อมกันในรายการ FANSZONE เกาะติดสนาม เวลาบ่ายโมงตรง ทางแฟนเพจ #Ch3Thailand เท่านั้นนะจ๊ะ"
POST,18,2015-01-09 04:53:24,"พี่ฤกษ์ เกลียดเริงมากใช่มั้ย อยากเอาคืนเริงมากใช่มั้ย เอาเลยสิคะ!!!"
COMMENT,18,2015-01-09 04:53:24,"ดูอยู่ค่ะ"
COMMENT,18,2015-01-09 04:53:24,"ดุตั้งแต่ตอนแรกค่ะชอบ"
POST,19,2015-01-08 18:31:34,"“อโศก”ตัวแทนบุรุษ ผู้หยุดการกระทำผิดต่อสตรี  http://www.ch3thailand.com/news/scoop/9026  ติดตาม อโศกมหาราช ทุกวันจันทร์ – พฤหัสบดี เวลา 18.20 น.และวันศุกร์ เวลา 18.00 น.สุดยอดซีรีส์ ช่อง 13"
POST,20,2015-01-08 17:30:04,"ปริศนาภาพกวน กวน มาแล้ว! พร้อมจะสนุกกับ เกมถอดรหัสภาพ กันหรือยังจ๊ะ  วันนี้มี 3 ภาพ 3 พยางค์  คำใบ้จากแอดคือ " พาหนะ "  ดูภาพแล้วลองนึกให้ดี รู้คำตอบแล้วรีบทายมาจ้า . . . . . . . เฉลย รถตุ๊กตุ๊ก (รด พ้องเสียง รถ + ตุ๊กตา + ตุ๊ก ดวงตา ) อีกหนึ่งพาหนะที่เป็นเอกลักษณ์ของไทยที่ต่างชาติพากัน Amazing! แล้วสนุกกันต่อในรายการเกมถอดรหัส ทุกวันจันทร์ - ศุกร์ เวลา 17.00 น. ทางช่อง33"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ้กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ็กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุักๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊ก-ตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กฯ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆๆค่ะ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถ2ตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถ ตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถ ตุ๊ก  ตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก  รถตุ๊กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก#ดาวินซี่"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆค่ะ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กๆๆๆค่ะ"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตา"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถหมีตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
COMMENT,20,2015-01-08 17:30:04,"รถตุ๊กตุ๊ก"
POST,21,2015-01-09 09:12:34,"Thaitanium เยือนเวทีครอบครัวบันเทิง ตัวแทนศิลปินเรียกน้ำย่อย สมุย เฟสติวัล 2017 #Ch3Thailand  -------------------------------- ติดตามข่าวสารความเคลื่อนไหว www.ch3thailand.com/news Facebook / Youtube / Instagram / Twitter : Ch3Thailand Application : Ch3Thailand และ 3LIVE"
POST,22,2015-01-09 03:56:24,"เปิดกองวิก 3 วันอาทิตย์ที่ 3 กันยายนนี้ เวลา 09.30 น. ทางช่อง 33 เตรียมพบกับ "หมาก-แต้ว-มิว-นิว-น้ำฝน" พร้อมผู้กำกับคนเก่ง "พี่อ๊อฟ-พงษ์พัฒน์" จากละครเรื่อง "รากนครา" ไปดูเบื้องหลังละครเรื่องนี้กันว่าจะ โหด-มัน-ฮา ขนาดไหน ห้ามพลาด!  📲 ช่อง 3 สามารถดูสดแบบออนไลน์พร้อมทีวีได้ที่ http://bit.ly/ch33Live 📲 หรืออีกหนึ่งช่องทางผ่าน Application 3Live ใครยังไม่มีติดมือถือไว้กดดาวน์โหลดง่ายๆ ได้ที่ http://bit.ly/3LIVEapp  #เปิดกองวิก3 #รากนครา #Ch3Thailand #ช่อง33 #ช่อง3"
COMMENT,22,2015-01-09 03:56:24,"ละครจะเริ่มออนแอร์เมื่อไหร่คะ"
COMMENT,22,2015-01-09 03:56:24,"นาคีภาค2 มีเมื่อไรค่ะ"
COMMENT,22,2015-01-09 03:56:24,""
POST,23,2015-01-08 19:32:58,"“ยาพิษ”แกล้งตายของพระเจ้ามู จะเป็นอย่างไรนั้น มาดูกันค่ะ  http://www.ch3thailand.com/news/scoop/9028  ติดตามเรื่องราวการใช้สุดยอดเคล็ดลับกลลวงเพื่อพิชิตศัตรู ใน ยอดขุนพลคู่แผ่นดิน ทุกวันจันทร์-ศุกร์ เวลา 12.00 น. ทาง #ช่อง13"
POST,24,2015-01-08 23:38:08,"⚽️ โปรแกรมถ่ายทอดสดฟุตบอลโลก 2018 รอบคัดเลือกโซนยุโรป คืนวันพฤหัสบดีที่ 31 สิงหาคม 2560 เวลา 01:30 น.  🇫🇷 ฝรั่งเศส พบ เนเธอร์แลนด์ 🇳🇱 สดทาง #ช่อง33 🇵🇹 โปรตุเกส พบ หมู่เกาะแฟโร 🇫🇴 สดทาง #ช่อง28 🇧🇬 บัลแกเรีย พบ สวีเดน 🇸🇪 สดทาง #ช่อง13  #WorldCup2018 #WorldCupQualifiers #Ch3Thailand #ช่อง3"
POST,25,2015-01-08 20:26:48,"ใครกล้า เอ้า #งานเมียต้องมา #รักเมียต้องอวดเมีย #เพลิงบุญ #ช่อง33"
COMMENT,25,2015-01-08 20:26:48,"ถุย ด่ากะใจเริงทุกวัน สุดท้ายก็มาเอาอีเริง ทุเรศผช แบบนี้ว่ะ"
COMMENT,25,2015-01-08 20:26:48,""
POST,26,2015-01-08 19:54:24,"อูยยย เอาชีวิตตัวเองมาพูดรึ นายเทิด #เพลิงบุญ #ช่อง33"
COMMENT,26,2015-01-08 19:54:24,"บ้าจังเลย"
COMMENT,26,2015-01-08 19:54:24,"ขึ้นชื่อว่าผู้ชาย"
COMMENT,26,2015-01-08 19:54:24,"หึๆๆสันดานผช."
COMMENT,26,2015-01-08 19:54:24,"นางเอกโง่พระงี่ตลอดนางร้ายคันไม่หยุด"
COMMENT,26,2015-01-08 19:54:24,""
COMMENT,26,2015-01-08 19:54:24,"อยากตบใจเริงอินมาก5555"
COMMENT,26,2015-01-08 19:54:24,"บักปอบ"
COMMENT,26,2015-01-08 19:54:24,"อินจัดเลย."
COMMENT,26,2015-01-08 19:54:24,"อยากตบพระเอก"
COMMENT,26,2015-01-08 19:54:24,"จริงน๊ะ"
COMMENT,26,2015-01-08 19:54:24,"ทุกรายมาแนวเดียวกันหมดบักปอบ"
COMMENT,26,2015-01-08 19:54:24,"เอาทีสบายจัย😕😕😕"
POST,27,2015-01-08 19:49:34,"เถื่อน นายหวานก็เป็นนี่ #หมอเทวดา #ช่อง28"
POST,28,2015-01-08 14:16:28,"คนรักแมวต้องดู! โรงแรมสำหรับแมวน้อยตัวโปรดของทุกคน จะน่ารัก น่าอยู่แค่ไหน ห้ามพลาด 14.45 น. เปิดเลย 📺 #ช่อง13  💻 รับชมทางออนไลน์ที่ http://bit.ly/CH13live 📱 ดูผ่าน Application 3Live ในมือถือ ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp #CH3Thailand"
COMMENT,28,2015-01-08 14:16:28,"💜💜💜💜"
POST,29,2015-01-07 11:14:31,"#เที่ยงวันทันเหตุการณ์ เกาะติดประเด็นร้อนในโลกออนไลน์ ที่มีคลิปรุ่นพี่รับน้องโหดทั้งด่า ทั้งเตะรุ่นน้อง วันนี้มีการต่อสายพูดคุยกับอธิการบดีถึงบทลงโทษในรายการ ส่วนกรณีจระเข้โผล่ที่ทะเลภูเก็ต ล่าสุดเจอตัวแล้ว เปิดเลย 📺 #ช่อง33  💻 ดูออนไลน์ได้ที่ http://bit.ly/ch33Live หรือ 📱 ดูผ่าน Application 3Live ในมือถือ ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp #Ch3Thailand"
COMMENT,29,2015-01-07 11:14:31,"พ่อ..แม่ส่งลูกไปเรียนกับครู ..อาจารไม่ใช่ไอ้พวกรุ่นพี่ที่ไร้สาระไม่สร้างสรร"
COMMENT,29,2015-01-07 11:14:31,"แค่พุดว่าอย่าพุดความจริงไม่งั้นมึงมีปัญญามึงจะเรียนไม่จบพูดแค่นี้เด็กก็กลัวแล้ว"
COMMENT,29,2015-01-07 11:14:31,"ไม่ควรมีการรับน้อง เป็นธรรมเนียมที่ควรเปลี่ยนไป"
COMMENT,29,2015-01-07 11:14:31,"💘💘💘💘"
POST,30,2015-01-07 10:56:54,"‘ซึมเศร้าหลังคลอด’ภาวะที่เกิดขึ้นได้กับคุณแม่ http://www.ch3thailand.com/news/scoop/9022  #หม่าฟู่หยาหัวใจเพื่อบัลลังก์ #ช่อง13 #Ch3Thailand"
POST,31,2015-01-07 06:24:34,"แต้วฝากบอกอะไร มาดูกัน #รากนครา #ช่อง33"
COMMENT,31,2015-01-07 06:24:34,"รอดูอยู่ใจจะขาดแล้ว"
COMMENT,31,2015-01-07 06:24:34,"สวยงามมากๆค้ะ"
COMMENT,31,2015-01-07 06:24:34,"แต้วเล่นเป็น นุ่น หรือ อั้ม"
COMMENT,31,2015-01-07 06:24:34,"น่ารักมาก"
COMMENT,31,2015-01-07 06:24:34,"จ้า"
COMMENT,31,2015-01-07 06:24:34,"💘💘💘💘"
COMMENT,31,2015-01-07 06:24:34,"4555555"
POST,32,2015-01-07 05:15:31,"อูยยย@เหมือนโดนพี่เหน็บเอาเลย #เพลิงบุญ #ช่อง33"
COMMENT,32,2015-01-07 05:15:31,"เสียผัวให้เพื่อนเลิฟเบย...จุ๊บๆ"
POST,33,2015-01-07 04:38:44,"ถ่ายทอดสดงานบวงสรวงละคร เรื่อง ตุ๊กตาผี"
POST,34,2015-01-07 03:58:54,"🔥 ใครพลาดชมความแซบของ'ใจเริง'เมื่อคืนนี้ รับชมย้อนหลังได้ทางนี้เลยจ้า http://bit.ly/2el1se9  #เพลิงบุญ #ช่อง33 #Ch3Thailand  🔥 และห้ามพลาดคืนนี้ 20:20 น. เรื่องราวกำลังเข้มข้น ชมสดทางทีวี #ช่อง33 📲 ส่วนใครที่อยู่ระหว่างเดินทางหรือไม่สะดวกรับชมทางทีวี ก็ชมสดได้เหมือนกัน กดตามลิงค์นี้เลย >> http://bit.ly/ch33Live 📲 และอีกหนึ่งช่องทาง Application 3Live ทางมือถือ สะดวกรวดเร็ว ใครยังไม่มีติดเครื่องไว้ กดดาวน์โหลดได้ตามลิงค์นี้เลย >> http://bit.ly/3LIVEapp"
COMMENT,34,2015-01-07 03:58:54,""
POST,35,2015-01-07 03:08:58,"ถ่ายทอดสดงานบวงสรวงละคร เรื่อง ตุ๊กตาผี มารอลุ้นกันว่าใครจะเป็นผู้ที่มารับบท "นวลทิพย์" ได้รู้พร้อมกันแน่นอน!"
POST,36,2015-01-07 02:30:24,"งามขนาด #รากนครา #ช่อง33 #เร็วๆนี้"
POST,37,2015-01-06 19:47:01,"👱 เปิดตัวนักแสดงสวมบทแทนศรีริต้า ในงานบวงสรวง ตุ๊กตาผี 💍 เปิดกรุเสื้อผ้า รากนครา อายุกว่า 100 ปี ประเมินค่าไม่ได้ 👄 แอน วาสนา ชวนแอมแปร์ สุทธาทิพย์ เม้าท์ความแซ่บในเพลิงบุญ  แซ่บแค่ไหน กด #ช่อง28 ตอนนี้เลย ในรายการ #โต๊ะข่าวบันเทิง  💻 รับชมทางออนไลน์ที่ http://bit.ly/ch28Live 📱 ดูผ่าน Application 3Live ในมือถือ ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp"
COMMENT,37,2015-01-06 19:47:01,"💘💘💘💘"
POST,38,2015-01-06 18:32:21,"ชมความงดงามวิถี“ล้านนา”ผ่านละคร“รากนครา” http://www.ch3thailand.com/news/scoop/9019  ⏰ แล้วพบกัน 5 ก.ย.นี้ เสนอเป็นตอนแรก รับชมได้ทาง #ช่อง33  🖥️ สามารถดูแบบออนไลน์ได้ที่ http://bit.ly/ch33Live คลิกเลย! 🖱️ 📲 หรือผ่าน Application 3Live ทางมือถือ ถ้ายังไม่มีดาวน์โหลดได้ตามลิงค์นี้เลย >> http://bit.ly/3LIVEapp  #รากนครา #ช่อง33 #Ch3Thailand"
COMMENT,38,2015-01-06 18:32:21,"ละครคุณภาพ ละครที่รอคอย ไม่ใช่มีแต่เมียน้อยเมียหลวง ต้อต้านละครคืนที่ผ่านมาค่ะ!!!"
COMMENT,38,2015-01-06 18:32:21,""
COMMENT,38,2015-01-06 18:32:21,"💙💙"
COMMENT,38,2015-01-06 18:32:21,""
COMMENT,38,2015-01-06 18:32:21,""
POST,39,2015-01-06 14:55:11,"เช็คดวงตามราศี ประจำวันพฤหัสบดีที่ 31 สิงหาคม 2017 http://www.ch3thailand.com/news/scoop/8945  #ดวง #ดูดวง #ดวงประจำวัน #Ch3Thailand"
POST,40,2015-01-06 12:11:11,"เส้นชัยไปถึงฝัน! จะพาไปรู้จักน้องไม้เอก กานดิศ วรรณอรุณ  ว่าที่สัตวแพทย์ แห่งรั้วเกษตรศาสตร์ กับภารกิจนักแบดมินตันเยาวชนทีมชาติไทย ใน #เป็นข่าวเช้านี้ วันนี้ 9.00 น. ทาง #ช่อง13"
POST,41,2015-01-06 13:46:24,"#ผู้หญิงถึงผู้หญิง มาแล้วนะคะ วันนี้พบเรื่องราวต่างๆ ที่ผู้หญิงควรรู้ และเทรนด์ใหม่ๆ ที่ควรติดตาม วันนี้ผลไม้เต็มรายการเลยค่ะ รีบเปิดทีวี #ช่อง33 เลยค่ะ  💻 ดูสดออนไลน์ได้ที่ http://bit.ly/ch33Live หรือ 📱ดูผ่าน Application 3Live ในมือถือ ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp"
POST,42,2014-12-31 10:58:54,"คืนนี้ ห้ามพลาด! ฝรั่งเศส ดวล เนเธอร์แลนด์ ในฟุตบอลโลก 2018 รอบคัดเลือก โซนยุโรป ถ่ายทอดสด เวลา 1.30 น. ทางช่อง 33  ตารางออกอากาศประจำวันพฤหัสบดีที่ 31 ส.ค. ของ #ช่อง33 ติดตามผังรายการช่อง3 เพิ่มเติมที่ ch3thailand.com/ผังรายการช่อง3 #Ch3Thailand #ผังรายการช่อง33 #ช่อง3"
COMMENT,42,2014-12-31 10:58:54,"ดูเรื่องอื่นไปก่อนแล้วกันเด้อๆๆ"
COMMENT,42,2014-12-31 10:58:54,"ละครเรามีแยอะ"
COMMENT,42,2014-12-31 10:58:54,"อย่าลืมฟุตบอลมี3-5กันยาอีกนะครับ"
COMMENT,42,2014-12-31 10:58:54,"บูเช็คเทียน เล่นตอนไหนเนี่ยยยยย"
POST,43,2014-12-31 10:16:54,"คืนนี้ ตี 1.30 น. ห้ามพลาด! ถ่ายทอดสด ฟุตบอลโลก 2018 รอบคัดเลือก โซนยุโรป โปรตุเกส พบ หมู่เกาะแฟโร สดทางช่อง 28  ตารางออกอากาศประจำวันพฤหัสบดีที่ 31 ส.ค. ของ #ช่อง28 ติดตามผังรายการช่อง3 เพิ่มเติมที่ ch3thailand.com/ผังรายการช่อง3 #Ch3Thailand #ผังรายการช่อง28 #ช่อง3"
